"agonism_winner","agonism_loser","agonism_type","winner_sex","loser_sex","date","observer","data_source","focal_individual","timeblock"
"4F1","6C2","aggression","F","F","2018-03-01","JN","scan","agonsim.winner","AM"
"8L3","2C4","aggression","F","F","2018-03-01","JN","scan","agonsim.winner","AM"
"1J8","3F7","submit","F","M","2018-03-01","JN","scan","agonsim.loser","AM"
"1J8","6L4","submit","F","M","2018-03-01","JN","scan","agonsim.winner","AM"
"JM","6K6","aggression","F","F","2018-03-01","JN","scan","agonsim.loser","AM"
"98Z","8I9","aggression","F","F","2018-03-01","JN","scan","agonsim.loser","AM"
"98Z","6L4","aggression","M","M","2018-03-01","JN","scan","agonsim.loser","AM"
"JF","0J5","aggression","F","F","2018-03-01","JN","scan","agonsim.loser","AM"
"98Z","INF","aggression","M","M","2018-03-02","JN","scan","agonsim.winner","AM"
"98Z","4D8","submit","M","M","2018-03-02","JN","scan","agonsim.winner","AM"
"3E4","9L9","aggression","F","F","2018-03-02","JN","scan","agonsim.loser","AM"
"56K","46Z","aggression","M","M","2018-03-06","JN","scan","agonsim.winner","PM"
"46Z","2J7","aggression","M","M","2018-03-06","JN","scan","agonsim.winner","AM"
"98Z","6M7","submit","M","M","2018-03-06","JN","scan","agonsim.winner","AM"
"76J","86Z","submit","F","M","2018-03-06","JN","scan","agonsim.loser","AM"
"46Z","3F7","submit","F","M","2018-03-06","JN","scan","agonsim.loser","AM"
"3M3","7D7","submit","M","M","2018-03-06","JN","scan","agonsim.winner","AM"
"2J7","46Z","submit","M","M","2018-03-06","JN","scan","agonsim.loser","PM"
"JM","3F5","aggression","F","F","2018-03-06","JN","scan","agonsim.loser","AM"
"1J8","42T","aggression","F","F","2018-03-06","JN","scan","agonsim.loser","AM"
"1J8","6M7","aggression","F","F","2018-03-06","JN","scan","agonsim.loser","AM"
"5J3","8L3","aggression","F","F","2018-03-06","JN","scan","agonsim.loser","PM"
"7F0","JF","aggression","F","F","2018-03-08","JN","scan","agonsim.winner","AM"
"5L3","93O","aggression","M","M","2018-03-08","JN","scan","agonsim.winner","AM"
"8L3","4D8","aggression","F","F","2018-03-08","JN","scan","agonsim.winner","AM"
"0L5","83Z","aggression","M","M","2018-03-08","JN","scan","agonsim.winner","PM"
"31S","9L9","aggression","M","M","2018-03-08","JN","scan","agonsim.winner","PM"
"1E2","2F2","aggression","F","M","2018-03-08","JN","scan","agonsim.loser","AM"
"16R","2J7","aggression","F","F","2018-03-08","JN","scan","agonsim.loser","AM"
"8L3","98Z","aggression","M","M","2018-03-08","JN","scan","agonsim.loser","PM"
"98Z","42T","aggression","F","F","2018-03-08","JN","scan","agonsim.loser","PM"
"5J3","6K6","aggression","F","F","2018-03-08","JN","scan","agonsim.loser","PM"
"8H2","1C5","aggression","M","M","2018-03-09","JN","scan","agonsim.winner","AM"
"6D6","6C2","aggression","F","F","2018-03-09","JN","scan","agonsim.winner","AM"
"8I9","0J5","aggression","F","F","2018-03-09","JN","scan","agonsim.winner","AM"
"3E4","0K8","aggression","F","M","2018-03-09","JN","scan","agonsim.winner","AM"
"1J8","6L1","submit","F","M","2018-03-09","JN","scan","agonsim.winner","AM"
"73Z","83Z","submit","F","M","2018-03-09","JN","scan","agonsim.winner","AM"
"46Z","86Z","aggression","F","M","2018-03-09","JN","scan","agonsim.loser","AM"
"6L3","7F0","aggression","F","F","2018-03-09","JN","scan","agonsim.loser","AM"
"8C9","4F1","aggression","F","F","2018-03-09","JN","scan","agonsim.loser","AM"
"6L4","6M7","aggression","F","F","2018-03-09","JN","scan","agonsim.loser","AM"
"JF","8I9","aggression","F","F","2018-03-09","JN","scan","agonsim.loser","PM"
"44V","51V","aggression","F","M","2018-03-19","JN","scan","agonsim.winner","AM"
"7J7","2F2","aggression","F","F","2018-03-19","JN","scan","agonsim.winner","AM"
"0K8","JF","aggression","F","M","2018-03-19","JN","scan","agonsim.winner","PM"
"73Z","8H2","submit","F","M","2018-03-19","JN","scan","agonsim.winner","PM"
"1E2","4D8","aggression","F","F","2018-03-19","JN","scan","agonsim.loser","AM"
"1J8","1M8","aggression","M","M","2018-03-19","JN","scan","agonsim.loser","AM"
"3E4","6D9","aggression","F","F","2018-03-19","JN","scan","agonsim.loser","PM"
"3E4","4D8","aggression","F","F","2018-03-19","JN","scan","agonsim.loser","PM"
"6L3","6L4","aggression","M","M","2018-03-20","JN","scan","agonsim.winner","AM"
"7J7","JM","aggression","F","F","2018-03-20","JN","scan","agonsim.winner","PM"
"5K0","31S","submit","M","M","2018-03-20","JN","scan","agonsim.winner","AM"
"5K0","8B3","submit","M","M","2018-03-20","JN","scan","agonsim.loser","AM"
"1M8","JM","aggression","M","M","2018-03-21","JN","scan","agonsim.winner","AM"
"1E2","4D8","aggression","F","F","2018-03-21","JN","scan","agonsim.winner","AM"
"1E2","JM","aggression","F","F","2018-03-21","JN","scan","agonsim.winner","PM"
"98Z","8I9","aggression","M","M","2018-03-21","JN","scan","agonsim.winner","AM"
"46Z","5J3","submit","M","M","2018-03-21","JN","scan","agonsim.winner","AM"
"0M6","1C5","submit","F","F","2018-03-21","JN","scan","agonsim.winner","PM"
"98Z","6K6","submit","F","F","2018-03-21","JN","scan","agonsim.loser","PM"
"8C9","4F1","aggression","M","M","2018-03-22","JN","scan","agonsim.winner","AM"
"8H2","8A7","aggression","M","M","2018-03-22","JN","scan","agonsim.winner","AM"
"5J3","8H2","aggression","M","M","2018-03-22","JN","scan","agonsim.winner","AM"
"6D9","3F5","aggression","F","F","2018-03-22","JN","scan","agonsim.winner","PM"
"6D4","JF","aggression","F","F","2018-03-22","JN","scan","agonsim.winner","AM"
"98Z","5M5","aggression","M","M","2018-03-22","JN","scan","agonsim.winner","AM"
"3E4","2M4","submit","F","M","2018-03-22","JN","scan","agonsim.winner","AM"
"8A7","JF","submit","M","M","2018-03-22","JN","scan","agonsim.winner","AM"
"9N6","4D8","submit","F","F","2018-03-22","JN","scan","agonsim.winner","AM"
"98Z","6K6","submit","M","M","2018-03-22","JN","scan","agonsim.winner","AM"
"6M7","6L1","submit","F","F","2018-03-22","JN","scan","agonsim.loser","AM"
"42T","44V","submit","F","M","2018-03-22","JN","scan","agonsim.loser","PM"
"8H2","1E2","submit","M","M","2018-03-22","JN","scan","agonsim.winner","PM"
"31S","3F5","aggression","F","F","2018-03-22","JN","scan","agonsim.loser","PM"
"8H2","1J8","aggression","M","M","2018-03-23","JN","scan","agonsim.winner","AM"
"6C2","5M5","aggression","F","F","2018-03-23","JN","scan","agonsim.winner","AM"
"42T","4M9","aggression","F","F","2018-03-23","JN","scan","agonsim.winner","AM"
"98Z","42T","aggression","M","M","2018-03-23","JN","scan","agonsim.winner","AM"
"27J","2J7","aggression","M","M","2018-03-23","JN","scan","agonsim.winner","AM"
"5H4","8L3","aggression","F","M","2018-03-23","JN","scan","agonsim.winner","AM"
"1E2","3F7","aggression","F","F","2018-03-23","JN","scan","agonsim.winner","AM"
"5B7","44V","submit","F","M","2018-03-23","JN","scan","agonsim.loser","AM"
"56K","6C2","submit","M","M","2018-03-23","JN","scan","agonsim.winner","AM"
"46Z","83Z","aggression","F","F","2018-03-23","JN","scan","agonsim.loser","AM"
"6K6","9H9","aggression","F","M","2018-03-23","JN","scan","agonsim.loser","AM"
"JF","44V","aggression","F","M","2018-03-23","JN","scan","agonsim.loser","AM"
"8C9","6L1","aggression","M","M","2018-03-26","JN","scan","agonsim.winner","PM"
"8H2","86Z","aggression","M","M","2018-03-26","JN","scan","agonsim.winner","PM"
"6L3","3E4","aggression","M","M","2018-03-26","JN","scan","agonsim.winner","AM"
"3E4","86Z","submit","F","M","2018-03-26","JN","scan","agonsim.loser","AM"
"31S","76J","submit","M","M","2018-03-26","JN","scan","agonsim.winner","PM"
"5I5","1L1","submit","F","M","2018-03-26","JN","scan","agonsim.loser","PM"
"9I8","9H9","submit","F","M","2018-03-26","JN","scan","agonsim.loser","PM"
"27N","27J","aggression","M","M","2018-03-26","JN","scan","agonsim.loser","AM"
"2J7","2C4","aggression","F","M","2018-03-26","JN","scan","agonsim.loser","AM"
"73Z","6D6","aggression","F","F","2018-03-26","JN","scan","agonsim.loser","AM"
"5H4","9N6","aggression","F","F","2018-03-26","JN","scan","agonsim.loser","AM"
"2C4","9I8","aggression","F","F","2018-03-26","JN","scan","agonsim.loser","PM"
"0L5","93O","aggression","F","F","2018-03-26","JN","scan","agonsim.loser","PM"
"46Z","3F7","aggression","M","M","2018-03-27","JN","scan","agonsim.winner","AM"
"42T","1L1","submit","F","F","2018-03-27","JN","scan","agonsim.winner","AM"
"1E2","60R","aggression","F","F","2018-03-27","JN","scan","agonsim.loser","AM"
"5I5","8B3","aggression","M","M","2018-03-27","JN","scan","agonsim.loser","AM"
"46Z","4M9","aggression","F","F","2018-03-27","JN","scan","agonsim.loser","AM"
"5H4","JM","aggression","F","M","2018-03-28","JN","scan","agonsim.winner","AM"
"98Z","60R","submit","M","M","2018-03-28","JN","scan","agonsim.winner","AM"
"JF","1C7","aggression",NA,"M","2018-03-28","JN","scan","agonsim.loser","PM"
"JM","1L1","aggression","F","M","2018-03-28","JN","scan","agonsim.loser","PM"
"46Z","JF","aggression","M","M","2018-03-29","JN","scan","agonsim.winner","AM"
"46Z","0M6","aggression","M","M","2018-03-29","JN","scan","agonsim.winner","AM"
"6L4","8B3","submit","M","M","2018-03-29","JN","scan","agonsim.winner","PM"
"8L3","2C4","aggression","F","M","2018-03-29","JN","scan","agonsim.loser","AM"
"5J3","83Z","aggression","F","F","2018-03-29","JN","scan","agonsim.loser","AM"
"1M8","8B3","aggression","M","M","2018-03-29","JN","scan","agonsim.loser","AM"
"5H4","3F7","aggression","F","M","2018-04-02","JN","scan","agonsim.winner","AM"
"8C9","8H2","aggression","M","M","2018-04-02","JN","scan","agonsim.winner","AM"
"46Z","0L5","aggression","M","M","2018-04-02","JN","scan","agonsim.winner","PM"
"5L3","0C6","aggression","M","M","2018-04-02","JN","scan","agonsim.winner","PM"
"73Z","2C3","aggression","F","M","2018-04-02","JN","scan","agonsim.winner","PM"
"24V","4D8","aggression","F","F","2018-04-02","JN","scan","agonsim.winner","PM"
"0M6","0J5","aggression","F","F","2018-04-02","JN","scan","agonsim.winner","AM"
"2F2",NA,"aggression","F","M","2018-04-02","JN","scan","agonsim.winner","AM"
"3E4","1C7","submit",NA,"M","2018-04-02","JN","scan","agonsim.loser","AM"
"73Z","37V","submit","F","M","2018-04-02","JN","scan","agonsim.winner","AM"
"73Z","0M6","submit","F","F","2018-04-02","JN","scan","agonsim.loser","AM"
"73Z","2C3","submit","F","M","2018-04-02","JN","scan","agonsim.loser","PM"
"56K","2J7","submit","F","F","2018-04-02","JN","scan","agonsim.loser","PM"
"6C2","1C5","aggression","F","F","2018-04-02","JN","scan","agonsim.loser","AM"
"86Z","6D6","aggression","F","F","2018-04-02","JN","scan","agonsim.loser","AM"
"3E4","7F0","aggression","F","F","2018-04-02","JN","scan","agonsim.loser","PM"
"3E4","6D6","aggression","F","F","2018-04-02","JN","scan","agonsim.loser","PM"
"8C9","0J5","aggression","F","F","2018-04-02","JN","scan","agonsim.loser","PM"
"6K6","0J5","aggression","F","F","2018-04-03","JN","scan","agonsim.winner","AM"
"1M8","1J8","aggression","M","M","2018-04-03","JN","scan","agonsim.winner","AM"
"6M7","37V","aggression","F","F","2018-04-03","JN","scan","agonsim.winner","AM"
"6L4","0J5","aggression","M","M","2018-04-03","JN","scan","agonsim.winner","PM"
"3M3","7I8","aggression","M","M","2018-04-03","JN","scan","agonsim.winner","PM"
"5H4","6C2","aggression","F","M","2018-04-03","JN","scan","agonsim.winner","PM"
"9L9","JF","aggression","F","F","2018-04-03","JN","scan","agonsim.winner","PM"
"6D6","83Z","aggression","F","F","2018-04-03","JN","scan","agonsim.winner","PM"
"73Z","8I9","aggression","F","F","2018-04-03","JN","scan","agonsim.loser","PM"
"2C4","2M4","aggression","F","M","2018-04-03","JN","scan","agonsim.loser","PM"
"6L3","6L1","aggression","F","F","2018-04-03","JN","scan","agonsim.loser","PM"
"JM","86Z","aggression","F","M","2018-04-03","JN","scan","agonsim.loser","PM"
"6K6","JF","aggression","F","F","2018-04-04","JN","scan","agonsim.winner","AM"
"2J7","83Z","aggression","F","F","2018-04-04","JN","scan","agonsim.winner","AM"
"24V","51V","aggression","F","F","2018-04-04","JN","scan","agonsim.winner","PM"
"4D8","JF","aggression","F","F","2018-04-04","JN","scan","agonsim.winner","PM"
"9L9","JF","aggression","F","F","2018-04-04","JN","scan","agonsim.winner","PM"
"2J7","JF","aggression","F","F","2018-04-04","JN","scan","agonsim.winner","PM"
"46Z","1E2","submit","F","F","2018-04-04","JN","scan","agonsim.loser","AM"
"8H2","1C5","submit","F","F","2018-04-04","JN","scan","agonsim.loser","AM"
"8H2","83Z","submit","M","M","2018-04-04","JN","scan","agonsim.winner","PM"
"27N","3E4","submit","M","F","2018-04-04","JN","scan","agonsim.winner","PM"
"3E4","1J8","submit","F","M","2018-04-04","JN","scan","agonsim.winner","PM"
"1E2","4D8","submit","F","F","2018-04-04","JN","scan","agonsim.winner","PM"
"73Z","6K6","aggression","F","F","2018-04-04","JN","scan","agonsim.loser","AM"
"JM","86Z","aggression","F","M","2018-04-04","JN","scan","agonsim.loser","AM"
"27J","7I8","aggression","F","F","2018-04-04","JN","scan","agonsim.loser","AM"
"7J7","37V","aggression","F","F","2018-04-04","JN","scan","agonsim.loser","PM"
"83Z","6D4","aggression","F","F","2018-04-04","JN","scan","agonsim.loser","PM"
"73Z","1E2","aggression","F","M","2018-04-05","JN","scan","agonsim.winner","AM"
"5J3","3F7","aggression","M","M","2018-04-05","JN","scan","agonsim.winner","AM"
"5J3","3E4","aggression","M","M","2018-04-05","JN","scan","agonsim.winner","AM"
"6L4","1C5","aggression","M","M","2018-04-05","JN","scan","agonsim.winner","AM"
"46Z","24V","aggression","M","M","2018-04-05","JN","scan","agonsim.winner","AM"
"56K","JM","aggression","M","M","2018-04-05","JN","scan","agonsim.winner","AM"
"27J","7F0","submit","M","M","2018-04-05","JN","scan","agonsim.winner","AM"
"1E2","7J7","aggression","F","F","2018-04-05","JN","scan","agonsim.loser","AM"
"98Z","2J7","aggression","F","F","2018-04-05","JN","scan","agonsim.loser","AM"
"JM","2M4","aggression","F","M","2018-04-05","JN","scan","agonsim.loser","AM"
"2C3","51V","aggression","F","M","2018-04-09","JN","scan","agonsim.winner","AM"
"2C4","JM","aggression","F","M","2018-04-09","JN","scan","agonsim.winner","AM"
"31S","JF","aggression","M","M","2018-04-09","JN","scan","agonsim.winner","PM"
"0K8","42T","aggression","F","M","2018-04-09","JN","scan","agonsim.winner","AM"
"3M3","7I8","submit","F","F","2018-04-09","JN","scan","agonsim.loser","AM"
"7D7","1J8","aggression","F","M","2018-04-09","JN","scan","agonsim.loser","AM"
"0L5","8H2","aggression","M","M","2018-04-09","JN","scan","agonsim.loser","AM"
"3M3","60R","aggression","F","F","2018-04-09","JN","scan","agonsim.loser","AM"
"56K","3M3","aggression","M","M","2018-04-09","JN","scan","agonsim.loser","AM"
"46Z","0M6","aggression","F","F","2018-04-09","JN","scan","agonsim.loser","PM"
"4D8","JF","aggression","F","F","2018-04-10","JN","scan","agonsim.winner","PM"
"7D7","1J8","submit","M","M","2018-04-10","JN","scan","agonsim.winner","AM"
"46Z","2C4","submit","M","M","2018-04-10","JN","scan","agonsim.winner","PM"
"73Z","8B3","submit","F","M","2018-04-10","JN","scan","agonsim.winner","PM"
"3M3","0J5","aggression","F","F","2018-04-10","JN","scan","agonsim.loser","AM"
"5L3","7D7","aggression","M","M","2018-04-10","JN","scan","agonsim.loser","PM"
"JM","6M7","aggression","F","F","2018-04-10","JN","scan","agonsim.loser","PM"
"5J3","8C9","aggression","M","M","2018-04-12","JN","scan","agonsim.winner","AM"
"8L3","JF","aggression","F","F","2018-04-12","JN","scan","agonsim.winner","AM"
"7D7","2D7","aggression","M","M","2018-04-12","JN","scan","agonsim.winner","AM"
"98Z","86Z","aggression","M","M","2018-04-12","JN","scan","agonsim.winner","AM"
"5M5","JF","aggression","F","M","2018-04-12","JN","scan","agonsim.winner","PM"
"56K","2J7","submit","M","M","2018-04-12","JN","scan","agonsim.winner","AM"
"8L3","49V","submit","F","F","2018-04-12","JN","scan","agonsim.loser","PM"
"46Z","60R","aggression","F","F","2018-04-12","JN","scan","agonsim.loser","AM"
"7D7","24V","aggression","F","F","2018-04-12","JN","scan","agonsim.loser","AM"
"JM","4F1","aggression","F","F","2018-04-12","JN","scan","agonsim.loser","PM"
"98Z","5J3","aggression","M","M","2018-04-13","JN","scan","agonsim.winner","AM"
"6L4","2K0","aggression","M","M","2018-04-13","JN","scan","agonsim.winner","AM"
"98Z","JF","aggression","M","M","2018-04-13","JN","scan","agonsim.winner","AM"
"3M3","6L3","aggression","M","M","2018-04-13","JN","scan","agonsim.winner","AM"
"76J","INF","aggression","F","M","2018-04-13","JN","scan","agonsim.winner","AM"
"27J","6D6","aggression","M","M","2018-04-13","JN","scan","agonsim.winner","AM"
"27J","6D6","submit","F","F","2018-04-13","JN","scan","agonsim.loser","AM"
"5J3","31S","submit","M","M","2018-04-13","JN","scan","agonsim.loser","AM"
"2M4","6L1","submit","F","F","2018-04-13","JN","scan","agonsim.loser","AM"
"JM","4F1","aggression","F","F","2018-04-13","JN","scan","agonsim.loser","AM"
"9N6","6D9","aggression","F","F","2018-04-13","JN","scan","agonsim.loser","AM"
"24V","JF","aggression","F","F","2018-04-16","JN","scan","agonsim.winner","AM"
"6L4","2K0","aggression","M","M","2018-04-16","JN","scan","agonsim.winner","AM"
"73Z","24V","aggression","F","M","2018-04-16","JN","scan","agonsim.winner","AM"
"2K0","1L1","aggression","M","M","2018-04-16","JN","scan","agonsim.winner","AM"
"6K6","6L1","aggression","F","F","2018-04-16","JN","scan","agonsim.winner","AM"
"3M3","8I9","aggression","M","M","2018-04-16","JN","scan","agonsim.winner","PM"
"1E2","0K8","aggression","F","F","2018-04-16","JN","scan","agonsim.winner","PM"
"8I9","JF","aggression","F","F","2018-04-16","JN","scan","agonsim.winner","PM"
"1J8","JF","submit","F","M","2018-04-16","JN","scan","agonsim.winner","AM"
"73Z","3M3","submit","F","M","2018-04-16","JN","scan","agonsim.winner","AM"
"7D7","2K0","submit","M","M","2018-04-16","JN","scan","agonsim.loser","AM"
"3E4","4L7","aggression","M","M","2018-04-16","JN","scan","agonsim.loser","AM"
"JF","6L1","aggression","F","F","2018-04-16","JN","scan","agonsim.loser","AM"
"3M3","60R","aggression","F","F","2018-04-16","JN","scan","agonsim.loser","AM"
"JM","2F2","aggression","F","M","2018-04-16","JN","scan","agonsim.loser","PM"
"0M6","7J7","aggression","F","F","2018-04-16","JN","scan","agonsim.loser","PM"
"0M6","3F7","aggression","F","F","2018-04-17","JN","scan","agonsim.winner","AM"
"4F1","60R","aggression","F","F","2018-04-17","JN","scan","agonsim.winner","AM"
"27N","8L3","aggression","M","F","2018-04-17","JN","scan","agonsim.winner","PM"
"4F1","JM","aggression","F","F","2018-04-17","JN","scan","agonsim.winner","PM"
"5J3","1L1","submit","F","M","2018-04-17","JN","scan","agonsim.loser","AM"
"0L5","8H2","submit","M","M","2018-04-17","JN","scan","agonsim.loser","AM"
"46Z","9I8","submit","M","M","2018-04-17","JN","scan","agonsim.winner","AM"
"3M3","6L3","submit","M","M","2018-04-17","JN","scan","agonsim.winner","PM"
"0M6","6D4","aggression","F","F","2018-04-17","JN","scan","agonsim.loser","AM"
"6D6","6L1","aggression","F","F","2018-04-17","JN","scan","agonsim.loser","AM"
"5K0","3E4","aggression","F","M","2018-04-17","JN","scan","agonsim.loser","PM"
"98Z","8C9","aggression","M","M","2018-04-17","JN","scan","agonsim.loser","PM"
"2C3","7I8","aggression","F","M","2018-04-18","JN","scan","agonsim.winner","AM"
"24V","0K8","aggression","F","F","2018-04-18","JN","scan","agonsim.winner","AM"
"73Z","6D6","aggression","F","M","2018-04-18","JN","scan","agonsim.winner","AM"
"6L4","93O","aggression","M","M","2018-04-18","JN","scan","agonsim.winner","AM"
"5H4","4F1","aggression","F","M","2018-04-18","JN","scan","agonsim.winner","AM"
"5H4","INF","aggression","F","M","2018-04-18","JN","scan","agonsim.winner","PM"
"0M6","JM","aggression","F","F","2018-04-18","JN","scan","agonsim.winner","PM"
"5H4","24V","submit","F","F","2018-04-18","JN","scan","agonsim.loser","AM"
"JM","2C3","submit","F","M","2018-04-18","JN","scan","agonsim.loser","AM"
"6L3","6D4","submit","F","F","2018-04-18","JN","scan","agonsim.loser","AM"
"98Z","0M6","aggression","F","F","2018-04-18","JN","scan","agonsim.loser","AM"
"JM","6D9","aggression","F","F","2018-04-18","JN","scan","agonsim.loser","AM"
"76J","7J7","aggression","F","F","2018-04-18","JN","scan","agonsim.loser","AM"
"1J8","5H4","aggression","F","M","2018-04-18","JN","scan","agonsim.loser","AM"
"27J","0M6","aggression","F","F","2018-04-18","JN","scan","agonsim.loser","PM"
"3E4","4L7","aggression","F","M","2018-04-20","JN","scan","agonsim.winner","AM"
"73Z","6K6","aggression","F","M","2018-04-20","JN","scan","agonsim.winner","AM"
"6L4","JF","aggression","M","M","2018-04-20","JN","scan","agonsim.winner","AM"
"24V","0K8","aggression","F","F","2018-04-20","JN","scan","agonsim.winner","AM"
"73Z","8L3","aggression","F","M","2018-04-20","JN","scan","agonsim.winner","AM"
"6D9","JF","aggression","F","F","2018-04-20","JN","scan","agonsim.winner","AM"
"5K0","1L1","submit","F","M","2018-04-20","JN","scan","agonsim.loser","AM"
"1J8","9K4","submit",NA,"M","2018-04-20","JN","scan","agonsim.loser","AM"
"6L3","7J7","aggression","F","F","2018-04-20","JN","scan","agonsim.loser","AM"
"6L4","7D7","aggression","M","M","2018-04-24","JN","scan","agonsim.winner","AM"
"5H4","1E2","aggression","F","M","2018-04-24","JN","scan","agonsim.winner","AM"
"8B3","JF","aggression","M","M","2018-04-24","JN","scan","agonsim.winner","AM"
"7J7","2C4","aggression","F","F","2018-04-24","JN","scan","agonsim.winner","PM"
"8C9","7D7","aggression","M","M","2018-04-24","JN","scan","agonsim.winner","PM"
"31S","9K4","submit",NA,"M","2018-04-24","JN","scan","agonsim.loser","AM"
"24V","6D9","submit","F","F","2018-04-24","JN","scan","agonsim.winner","PM"
"98Z","1C5","submit","M","M","2018-04-24","JN","scan","agonsim.winner","PM"
"2J7","9I8","submit","F","F","2018-04-24","JN","scan","agonsim.winner","PM"
"31S","1L1","submit","F","M","2018-04-24","JN","scan","agonsim.loser","PM"
"9I8","1M8","aggression","M","M","2018-04-24","JN","scan","agonsim.loser","AM"
"2J7","1E2","aggression","F","F","2018-04-24","JN","scan","agonsim.loser","AM"
"98Z","0L5","aggression","M","M","2018-04-25","JN","scan","agonsim.winner","AM"
"6M7","9I8","aggression","F","F","2018-04-25","JN","scan","agonsim.winner","PM"
"1E2","6D9","aggression","F","F","2018-04-25","JN","scan","agonsim.winner","PM"
"5J3","2M4","submit","F","M","2018-04-25","JN","scan","agonsim.loser","AM"
"1J8","2C4","submit","F","M","2018-04-25","JN","scan","agonsim.winner","AM"
"6D9","6L1","submit","F","F","2018-04-25","JN","scan","agonsim.loser","PM"
"2J7","83Z","submit","F","F","2018-04-25","JN","scan","agonsim.loser","PM"
"8B3","9H9","submit","M","M","2018-04-25","JN","scan","agonsim.winner","PM"
"3M3","4F1","aggression","F","F","2018-04-25","JN","scan","agonsim.loser","PM"
"6M7","1C7","aggression","F","F","2018-04-26","JN","scan","agonsim.winner","AM"
"5K0","JF","aggression","M","M","2018-04-26","JN","scan","agonsim.winner","AM"
"27J","6L3","aggression","M","M","2018-04-26","JN","scan","agonsim.winner","AM"
"6L4","6D4","submit","M","M","2018-04-26","JN","scan","agonsim.winner","AM"
"2C4","9I8","aggression","F","M","2018-04-26","JN","scan","agonsim.winner","AM"
"6L3","8C9","aggression","M","M","2018-04-26","JN","scan","agonsim.loser","AM"
"5H4","7I8","aggression","F","F","2018-04-26","JN","scan","agonsim.loser","AM"
"6L3","6M7","aggression","F","F","2018-04-26","JN","scan","agonsim.loser","AM"
"9N6","83Z","aggression","F","F","2018-04-27","JN","scan","agonsim.winner","AM"
"46Z","8I9","aggression","M","M","2018-04-27","JN","scan","agonsim.winner","AM"
"76J","0K8","aggression","F","M","2018-04-27","JN","scan","agonsim.winner","AM"
"5L3","9H9","aggression","M","M","2018-04-27","JN","scan","agonsim.winner","AM"
"1J8","1C5","aggression","F","M","2018-04-27","JN","scan","agonsim.winner","AM"
"0L5","3E4","aggression","M","M","2018-04-27","JN","scan","agonsim.winner","AM"
"27N","2J7","aggression","M","F","2018-04-27","JN","scan","agonsim.winner","AM"
"3E4","31S","aggression","F","M","2018-04-27","JN","scan","agonsim.winner","AM"
"5H4","2C4","aggression","F","M","2018-04-27","JN","scan","agonsim.winner","PM"
"8L3","7I8","aggression","F","F","2018-04-27","JN","scan","agonsim.winner","PM"
"6C2","2C4","aggression","F","F","2018-04-27","JN","scan","agonsim.winner","PM"
"56K","4F1","submit","F","F","2018-04-27","JN","scan","agonsim.loser","AM"
"51V","0J5","aggression","F","F","2018-04-27","JN","scan","agonsim.loser","AM"
"4L7","2M4","aggression","F","M","2018-04-27","JN","scan","agonsim.loser","AM"
"60R","1C5","aggression","F","F","2018-04-27","JN","scan","agonsim.loser","AM"
"JM","24V","aggression","F","F","2018-04-27","JN","scan","agonsim.loser","AM"
"7D7","6D6","aggression","F","F","2018-04-27","JN","scan","agonsim.loser","AM"
"JM","6D4","aggression","F","F","2018-04-27","JN","scan","agonsim.loser","PM"
"2F2","51V","aggression","F","M","2018-04-30","JN","scan","agonsim.winner","AM"
"6C2","73Z","aggression","F","F","2018-04-30","JN","scan","agonsim.winner","AM"
"0M6","9L9","aggression","F","F","2018-04-30","JN","scan","agonsim.winner","PM"
"46Z","JM","aggression","M","M","2018-04-30","JN","scan","agonsim.winner","PM"
"98Z","2C3","submit","F","M","2018-04-30","JN","scan","agonsim.loser","AM"
"86Z","6D6","submit","F","F","2018-04-30","JN","scan","agonsim.loser","PM"
"3M3","7I8","submit","F","F","2018-04-30","JN","scan","agonsim.loser","PM"
"2C4","6L1","submit","F","M","2018-04-30","JN","scan","agonsim.winner","PM"
"98Z","1E2","aggression","F","F","2018-04-30","JN","scan","agonsim.loser","AM"
"JM","3F5","aggression","F","F","2018-04-30","JN","scan","agonsim.loser","AM"
"4D8","9L9","aggression","F","F","2018-04-30","JN","scan","agonsim.loser","AM"
"6L1","1L1","aggression","F","M","2018-04-30","JN","scan","agonsim.loser","PM"
"98Z","2F2","aggression","F","M","2018-04-30","JN","scan","agonsim.loser","AM"
"6M7","9I8","aggression","F","F","2018-05-02","JN","scan","agonsim.winner","AM"
"27J","86Z","aggression","M","M","2018-05-02","JN","scan","agonsim.winner","AM"
"0J5","4L7","aggression","F","F","2018-05-02","JN","scan","agonsim.winner","AM"
"4F1","7J7","aggression","F","F","2018-05-02","JN","scan","agonsim.winner","AM"
"1L1","37V","aggression","F","M","2018-05-02","JN","scan","agonsim.winner","PM"
"1C5","JUV","aggression","F","F","2018-05-02","JN","scan","agonsim.winner","PM"
"24V","9N6","aggression","F","F","2018-05-02","JN","scan","agonsim.winner","PM"
"93O","JF","aggression","F","F","2018-05-02","JN","scan","agonsim.winner","PM"
"73Z","3M3","submit","M","M","2018-05-02","JN","scan","agonsim.loser","AM"
"8H2","7D7","submit","M","M","2018-05-02","JN","scan","agonsim.winner","AM"
"JF","4F1","aggression","F","F","2018-05-02","JN","scan","agonsim.loser","AM"
"5J3","1C7","aggression",NA,"M","2018-05-02","JN","scan","agonsim.loser","AM"
"42T","9I8","aggression","F","F","2018-05-02","JN","scan","agonsim.loser","AM"
"73Z","86Z","aggression","F","M","2018-05-02","JN","scan","agonsim.loser","AM"
