id,sex,dob,dod,remove.date,mother,father,behavioual.mother,group.at.birth,birth.season,group.at.death,yob,yod
0T5,F,2014-09-07,NA,NA,NA,NA,43F,F,2015,NA,2014,NA
5U5,F,2014-09-07,NA,NA,NA,NA,7K8,V,2015,NA,2014,NA
0U7,F,2014-09-07,2015-11-11,NA,NA,NA,9K1,S,2015,S,2014,2015
4U0,M,2014-09-08,NA,NA,NA,NA,9C1,V,2015,NA,2014,NA
9T5,F,2014-09-08,NA,NA,NA,NA,7L1,R,2015,NA,2014,NA
9T2,M,2014-09-08,2016-01-15,NA,NA,NA,9I3,S,2015,S,2014,2016
I1583Z,F,2014-09-09,2014-12-31,NA,NA,NA,83Z,KK,2015,KK,2014,2014
0T6,F,2014-09-09,NA,NA,NA,NA,61J,F,2015,NA,2014,NA
6T5,F,2014-09-09,NA,NA,NA,NA,03J,MM,2015,NA,2014,NA
2U4,F,2014-09-10,NA,NA,NA,NA,7A9,S,2015,NA,2014,NA
6U7,F,2014-09-10,NA,2015-12-09,NA,NA,2G2,V,2015,NA,2014,NA
1U3,F,2014-09-11,NA,NA,NA,NA,3J4,S,2015,NA,2014,NA
7T1,F,2014-09-11,NA,NA,NA,NA,51T,R,2015,NA,2014,NA
1U8,F,2014-09-12,NA,NA,NA,NA,47Z,V,2015,NA,2014,NA
3T5,F,2014-09-12,NA,NA,NA,NA,82V,S,2015,NA,2014,NA
7U8,M,2014-09-12,NA,NA,NA,NA,0A4,F,2015,NA,2014,NA
8T1,F,2014-09-12,NA,NA,NA,NA,36Z,F,2015,NA,2014,NA
I150A9,F,2014-09-13,2014-12-31,NA,NA,NA,0A9,F,2015,F,2014,2014
6S0,M,2014-09-13,NA,2015-12-09,NA,NA,0B4,R,2015,NA,2014,NA
I1521N,F,2014-09-15,2014-09-15,NA,NA,NA,21N,HH,2015,HH,2014,2014
I1515O,M,2014-09-15,2014-09-19,NA,NA,NA,15O,R,2015,R,2014,2014
I157L4,M,2014-09-15,2014-12-31,NA,NA,NA,7L4,HH,2015,HH,2014,2014
0T9,F,2014-09-16,NA,NA,NA,NA,0A2,R,2015,NA,2014,NA
8U8,F,2014-09-16,NA,NA,NA,NA,5K9,MM,2015,NA,2014,NA
9U3,F,2014-09-16,NA,NA,NA,NA,79Z,F,2015,NA,2014,NA
1T4,M,2014-09-17,NA,NA,NA,NA,69O,R,2015,NA,2014,NA
4T1,F,2014-09-17,NA,NA,NA,NA,31V,R,2015,NA,2014,NA
9S5,M,2014-09-17,NA,NA,NA,NA,03Z,HH,2015,NA,2014,NA
I150K0,U,2014-09-18,2014-09-18,NA,NA,NA,0K0,V,2015,V,2014,2014
I153I4,M,2014-09-18,2014-12-08,NA,NA,NA,3I4,S,2015,S,2014,2014
0T0,F,2014-09-18,NA,NA,NA,NA,28J,F,2015,NA,2014,NA
I154D8,M,2014-09-19,2014-12-08,NA,NA,NA,4D8,KK,2015,KK,2014,2014
I1544V,F,2014-09-19,2014-12-31,NA,NA,NA,44V,KK,2015,KK,2014,2014
1U4,M,2014-09-19,NA,NA,NA,NA,3B8,S,2015,NA,2014,NA
4T0,M,2014-09-19,NA,NA,NA,NA,7F2,R,2015,NA,2014,NA
6U1,F,2014-09-19,NA,NA,NA,NA,1K1,V,2015,NA,2014,NA
I152D4,M,2014-09-20,2014-12-31,NA,NA,NA,2D4,S,2015,S,2014,2014
5U0,M,2014-09-20,NA,NA,NA,NA,9E8,V,2015,NA,2014,NA
1U6,M,2014-09-21,NA,NA,NA,NA,1B4,S,2015,NA,2014,NA
6T7,M,2014-09-21,NA,NA,NA,NA,63V,F,2015,NA,2014,NA
9S4,F,2014-09-21,NA,NA,NA,NA,8E2,HH,2015,NA,2014,NA
9S9,M,2014-09-21,NA,NA,NA,NA,1L4,F,2015,NA,2014,NA
2U3,M,2014-09-22,NA,NA,NA,NA,9C2,MM,2015,NA,2014,NA
5S2,F,2014-09-22,NA,NA,NA,NA,55R,HH,2015,NA,2014,NA
1T9,F,2014-09-23,NA,NA,NA,NA,76J,KK,2015,NA,2014,NA
3U0,F,2014-09-23,NA,NA,NA,NA,1I6,V,2015,NA,2014,NA
7S5,M,2014-09-23,NA,NA,NA,NA,1C5,KK,2015,NA,2014,NA
7U4,M,2014-09-23,NA,NA,NA,NA,82A,F,2015,NA,2014,NA
I1522H,M,2014-09-24,2014-12-31,NA,NA,NA,22H,HH,2015,HH,2014,2014
7T5,F,2014-09-24,NA,NA,NA,NA,54N,R,2015,NA,2014,NA
8S0,F,2014-09-24,NA,NA,NA,NA,4B2,R,2015,NA,2014,NA
I157E3,U,2014-09-25,2014-09-26,NA,NA,NA,7E3,HH,2015,HH,2014,2014
5U8,M,2014-09-25,NA,NA,NA,NA,0G3,HH,2015,NA,2014,NA
7T3,M,2014-09-25,NA,NA,NA,NA,5B4,HH,2015,NA,2014,NA
I154C5,M,2014-09-26,2014-12-31,NA,NA,NA,4C5,V,2015,V,2014,2014
I1548N,F,2014-09-26,2015-06-28,NA,NA,NA,48N,R,2015,R,2014,2015
6T6,M,2014-09-26,NA,NA,NA,NA,7J8,F,2015,NA,2014,NA
4T9,F,2014-09-26,NA,2015-12-09,NA,NA,14Z,R,2015,NA,2014,NA
0U9,M,2014-09-27,NA,NA,NA,NA,97R,S,2015,NA,2014,NA
3U2,M,2014-09-27,NA,NA,NA,NA,5C6,V,2015,NA,2014,NA
3U6,M,2014-09-27,NA,NA,NA,NA,1B0,V,2015,NA,2014,NA
3U8,F,2014-09-27,NA,NA,NA,NA,26V,R,2015,NA,2014,NA
4U3,F,2014-09-30,NA,2015-12-09,NA,NA,15E,V,2015,NA,2014,NA
5U4,F,2014-10-01,NA,NA,NA,NA,2G3,V,2015,NA,2014,NA
1T1,M,2014-10-03,NA,NA,NA,NA,62S,HH,2015,NA,2014,NA
4U6,M,2014-10-03,NA,NA,NA,NA,78I,V,2015,NA,2014,NA
4U7,F,2014-10-04,NA,NA,NA,NA,1G6,V,2015,NA,2014,NA
5S5,M,2014-10-04,NA,NA,NA,NA,76L,R,2015,NA,2014,NA
I1550I,M,2014-10-05,2014-10-08,NA,NA,NA,50I,F,2015,F,2014,2014
I1598V,F,2014-10-05,2014-12-31,NA,NA,NA,98V,S,2015,S,2014,2014
6S8,M,2014-10-05,NA,NA,NA,NA,4D5,R,2015,NA,2014,NA
I154A5,M,2014-10-06,2014-12-31,NA,NA,NA,4A5,R,2015,R,2014,2014
I155C0,M,2014-10-06,2014-12-31,NA,NA,NA,5C0,F,2015,F,2014,2014
I1595V,U,2014-10-06,2014-12-31,NA,NA,NA,95V,R,2015,R,2014,2014
0U8,F,2014-10-06,NA,NA,NA,NA,0I7,S,2015,NA,2014,NA
1U7,M,2014-10-06,NA,NA,NA,NA,53Z,V,2015,NA,2014,NA
2T2,M,2014-10-06,NA,NA,NA,NA,6C2,KK,2015,NA,2014,NA
5U2,M,2014-10-06,NA,NA,NA,NA,5E8,V,2015,NA,2014,NA
3T2,F,2014-10-07,NA,NA,NA,NA,2B1,S,2015,NA,2014,NA
7T9,F,2014-10-07,NA,NA,NA,NA,1F4,R,2015,NA,2014,NA
8S6,M,2014-10-07,NA,NA,NA,NA,7A6,R,2015,NA,2014,NA
9U4,F,2014-10-08,NA,NA,NA,NA,56E,F,2015,NA,2014,NA
8T4,F,2014-10-09,NA,NA,NA,NA,55J,KK,2015,NA,2014,NA
8T0,M,2014-10-12,NA,NA,NA,NA,1H6,MM,2015,NA,2014,NA
I1587F,M,2014-10-14,2015-03-13,NA,NA,NA,87F,R,2015,R,2014,2015
5T4,F,2014-10-14,NA,NA,NA,NA,57H,F,2015,NA,2014,NA
5S7,M,2014-10-15,NA,NA,NA,NA,94S,HH,2015,NA,2014,NA
4S8,M,2014-10-22,NA,NA,NA,NA,9I8,KK,2015,NA,2014,NA
7S0,M,2014-10-25,NA,NA,NA,NA,16S,HH,2015,NA,2014,NA
4U4,M,2014-10-27,NA,2015-12-09,NA,NA,4C9,V,2015,NA,2014,NA
I155D9,F,2014-11-03,2014-12-31,NA,NA,NA,5D9,MM,2015,MM,2014,2014
1U1,M,2014-11-08,NA,NA,NA,NA,7I4,S,2015,NA,2014,NA
9S0,F,2014-11-08,NA,NA,NA,NA,7F7,R,2015,NA,2014,NA
7U9,M,2014-11-09,NA,NA,NA,NA,4H0,R,2015,NA,2014,NA
6U0,F,2014-11-10,NA,NA,NA,NA,51Z,V,2015,NA,2014,NA
2U2,M,2014-11-25,NA,2015-12-09,NA,NA,13H,V,2015,NA,2014,NA
I156F2,M,2014-11-28,2014-12-31,NA,NA,NA,6F2,F,2015,F,2014,2014
I153G2,M,2014-12-09,2015-02-04,NA,NA,NA,3G2,S,2015,S,2014,2015
2U6,F,2014-12-09,NA,NA,NA,NA,2D1,S,2015,NA,2014,NA
I1562H,M,2014-12-10,2014-12-13,NA,NA,NA,62H,F,2015,F,2014,2014
1U9,M,2014-12-15,NA,NA,NA,NA,98J,V,2015,NA,2014,NA
6U4,M,2014-12-25,NA,NA,NA,NA,77V,R,2015,NA,2014,NA
8S5,F,2015-01-08,NA,NA,NA,NA,5C4,R,2015,NA,2015,NA
6R7,F,2013-07-21,NA,2015-10-21,8F3,9E5,8F3,F,2014,NA,2013,NA
8R1,M,2013-08-19,NA,2015-12-09,7B7,9E5,7B7,F,2014,NA,2013,NA
6Q3,M,2013-08-26,NA,NA,1C0,9E5,1C0,F,2014,NA,2013,NA
0R0,F,2013-07-04,NA,NA,9C2,9D1,9C2,F,2014,NA,2013,NA
6R6,F,2013-07-09,NA,2014-12-04,2A5,9D1,2A5,MM,2014,NA,2013,NA
7R8,M,2013-07-25,NA,2014-12-04,28J,9D1,28J,F,2014,NA,2013,NA
0R8,M,2013-07-28,NA,NA,5G9,9D1,5G9,MM,2014,NA,2013,NA
7R4,M,2013-08-11,NA,2014-12-12,4C2,9D1,4C2,F,2014,NA,2013,NA
8R2,M,2013-08-14,NA,NA,3E2,9D1,3E2,F,2014,NA,2013,NA
2S9,F,2013-08-17,NA,2014-12-11,0A9,9D1,0A9,F,2014,NA,2013,NA
1S0,F,2013-09-03,NA,2015-12-04,8J6,9D1,8J6,F,2014,NA,2013,NA
6Q6,M,2013-09-21,NA,NA,62V,9D1,62V,F,2014,NA,2013,NA
6Q1,M,2013-10-12,NA,NA,2J2,9D1,2J2,F,2014,NA,2013,NA
7Q5,M,2013-08-11,NA,NA,4I3,9C8,4I3,S,2014,NA,2013,NA
2Q2,F,2013-08-19,NA,NA,9I5,9C6,9I5,HH,2014,NA,2013,NA
3R7,M,2013-08-19,NA,NA,6H6,9C6,6H6,HH,2014,NA,2013,NA
5R9,M,2013-08-24,NA,NA,2E9,9C6,2E9,HH,2014,NA,2013,NA
2S6,M,2013-10-01,NA,NA,4J3,9C6,4J3,HH,2014,NA,2013,NA
9Q6,M,2013-09-16,NA,2015-12-09,1E2,99L,1E2,KK,2014,NA,2013,NA
8Q2,M,2013-09-06,NA,NA,7A9,98Z,7A9,S,2014,NA,2013,NA
I1319A,M,2013-01-01,2013-01-01,NA,19A,97Z,19A,KK,2014,KK,2013,2013
7Q1,M,2013-08-05,NA,NA,3G2,97Z,3G2,S,2014,NA,2013,NA
7Q6,F,2013-08-20,NA,NA,5A1,97Z,5A1,S,2014,NA,2013,NA
1R3,F,2013-09-24,NA,2014-12-02,3A9,97V,3A9,HH,2014,NA,2013,NA
0R1,M,2013-08-07,NA,NA,93Z,96Z,93Z,F,2014,NA,2013,NA
9Q2,F,2013-09-09,NA,2014-12-11,03J,96Z,03J,F,2014,NA,2013,NA
8Q7,F,2013-10-01,NA,NA,38Z,96T,38Z,S,2014,NA,2013,NA
5Q5,F,2013-08-08,NA,NA,54N,94Z,54N,R,2014,NA,2013,NA
8Q1,M,2013-08-21,NA,NA,09Z,94Z,09Z,R,2014,NA,2013,NA
2S3,F,2013-10-10,NA,NA,60V,94Z,60V,R,2014,NA,2013,NA
3Q7,M,2013-10-31,NA,2014-12-02,95V,94Z,95V,R,2014,NA,2013,NA
4Q8,M,2013-11-11,NA,NA,X83,94Z,X83,R,2014,NA,2013,NA
4S0,F,2013-11-11,NA,NA,65Z,94O,65Z,HH,2014,NA,2013,NA
0R4,F,2013-08-30,NA,2014-12-02,90P,94H,90P,MM,2014,NA,2013,NA
4Q5,F,2013-09-19,NA,2015-10-20,62S,94H,62S,HH,2014,NA,2013,NA
1Q9,M,2013-08-21,NA,NA,6D8,93R,6D8,R,2014,NA,2013,NA
8R4,M,2013-08-21,NA,NA,13H,91O,13H,V,2014,NA,2013,NA
5Q0,M,2013-08-05,NA,NA,4F8,8D8,4F8,R,2014,NA,2013,NA
4R2,M,2013-08-09,NA,NA,3H6,8D8,3H6,R,2014,NA,2013,NA
3Q8,F,2013-09-01,NA,NA,0E2,8D8,0E2,R,2014,NA,2013,NA
3Q1,M,2013-09-27,NA,NA,3H4,8D8,3H4,R,2014,NA,2013,NA
1S7,F,2013-09-30,NA,2015-11-03,4I4,8D8,4I4,R,2014,NA,2013,NA
4R9,F,2013-07-11,NA,NA,8F0,8D6,8F0,R,2014,NA,2013,NA
0R2,M,2013-08-21,NA,NA,60R,8D2,60R,KK,2014,NA,2013,NA
5Q7,F,2013-08-13,NA,NA,7I8,8C3,7I8,KK,2014,NA,2013,NA
7Q2,F,2013-08-24,NA,NA,2D4,8C3,2D4,S,2014,NA,2013,NA
8Q4,M,2013-08-31,NA,NA,4A9,8C3,4A9,S,2014,NA,2013,NA
1R5,F,2013-07-28,NA,NA,5B4,8C2,5B4,HH,2014,NA,2013,NA
8Q8,M,2013-08-20,NA,2014-12-02,0C8,8C2,0C8,MM,2014,NA,2013,NA
0R9,F,2013-09-09,NA,NA,2E1,8C2,2E1,MM,2014,NA,2013,NA
1R8,M,2013-08-20,NA,NA,3D4,8B5,3D4,S,2014,NA,2013,NA
2Q7,F,2013-08-21,NA,NA,3J5,8B5,3J5,R,2014,NA,2013,NA
4R8,M,2013-07-30,NA,NA,3D1,8B3,3D1,S,2014,NA,2013,NA
I144H7,M,2013-08-11,2014-02-28,NA,4H7,8B3,4H7,S,2014,S,2013,2014
5R0,F,2013-10-04,NA,NA,4B2,8A9,4B2,R,2014,NA,2013,NA
6Q5,M,2013-07-20,NA,NA,29Z,8A7,29Z,MM,2014,NA,2013,NA
6Q4,F,2013-08-26,NA,NA,2A8,8A7,2A8,F,2014,NA,2013,NA
3S2,F,2013-09-06,NA,2014-12-12,87K,8A7,87K,F,2014,NA,2013,NA
5R5,M,2013-08-05,NA,2014-12-04,0I6,88T,0I6,F,2014,NA,2013,NA
7Q8,M,2013-09-10,NA,NA,4H0,84E,4H0,R,2014,NA,2013,NA
5R2,M,2013-08-29,NA,NA,0E1,80T,0E1,R,2014,NA,2013,NA
2Q6,F,2013-08-07,NA,NA,3F8,7B3,3F8,R,2014,NA,2013,NA
5Q4,M,2013-09-11,NA,NA,4A5,7B3,4A5,R,2014,NA,2013,NA
9Q1,F,2013-08-09,NA,NA,21K,76Z,21K,MM,2014,NA,2013,NA
9Q0,F,2013-08-13,NA,2014-12-10,1E0,76Z,1E0,MM,2014,NA,2013,NA
3R1,M,2013-08-24,NA,NA,8E2,76Z,8E2,HH,2014,NA,2013,NA
9Q7,M,2013-09-24,NA,2014-12-10,34Z,76Z,34Z,MM,2014,NA,2013,NA
6R9,M,2013-10-09,NA,NA,94S,76Z,94S,HH,2014,NA,2013,NA
2Q8,M,2013-11-23,NA,NA,16S,76Z,16S,HH,2014,NA,2013,NA
2Q9,M,2013-08-19,NA,NA,2C8,74Z,2C8,R,2014,NA,2013,NA
1R0,M,2013-09-05,NA,NA,7C8,74Z,7C8,R,2014,NA,2013,NA
0R3,M,2013-07-30,NA,NA,93O,73Z,93O,KK,2014,NA,2013,NA
4R7,M,2013-09-14,NA,NA,3G3,73Z,3G3,KK,2014,NA,2013,NA
0S5,F,2013-07-27,NA,NA,40Z,73V,40Z,V,2014,NA,2013,NA
8R9,M,2013-08-22,NA,2014-12-02,00V,73V,00V,V,2014,NA,2013,NA
9R4,F,2013-10-13,NA,2014-12-10,98J,73V,98J,V,2014,NA,2013,NA
3Q3,F,2013-08-19,NA,NA,3F5,6F1,3F5,KK,2014,NA,2013,NA
I147I4,F,2013-10-08,2014-02-01,NA,7I4,6F0,7I4,S,2014,S,2013,2014
8R8,F,2013-08-18,NA,2014-12-03,90T,6E6,90T,V,2014,NA,2013,NA
6R3,M,2013-08-21,NA,NA,37P,6C9,37P,R,2014,NA,2013,NA
2S1,F,2013-08-27,NA,NA,4E0,6C6,4E0,R,2014,NA,2013,NA
1R7,M,2013-07-22,NA,NA,6D9,6B8,6D9,KK,2014,NA,2013,NA
1R1,F,2013-08-05,NA,NA,6D6,6B8,6D6,KK,2014,NA,2013,NA
1S5,M,2013-08-05,NA,NA,9H9,6B8,9H9,KK,2014,NA,2013,NA
7Q3,F,2013-08-21,NA,NA,37V,6B8,37V,KK,2014,NA,2013,NA
9Q5,F,2013-08-29,NA,NA,3F7,6B8,3F7,KK,2014,NA,2013,NA
5Q9,M,2013-07-20,NA,2014-12-11,5D9,6B2,5D9,MM,2014,NA,2013,NA
3S9,M,2013-08-14,NA,NA,00J,6B2,00J,F,2014,NA,2013,NA
3S3,F,2013-10-01,NA,NA,68V,6B2,68V,MM,2014,NA,2013,NA
5R6,M,2013-07-21,NA,NA,78T,6A9,78T,MM,2014,NA,2013,NA
0R7,F,2013-08-15,2016-06-13,NA,49V,6A9,49V,KK,2014,KK,2013,2016
4Q1,F,2013-09-18,NA,2014-12-05,0B6,6A9,0B6,KK,2014,NA,2013,NA
8Q6,F,2013-09-23,2016-09-03,NA,51V,6A9,51V,KK,2014,KK,2013,2016
0R6,F,2013-08-12,NA,2014-12-09,6C5,6A1,6C5,MM,2014,NA,2013,NA
2S0,F,2013-08-28,NA,2014-12-04,61J,6A1,61J,F,2014,NA,2013,NA
7R9,M,2013-09-04,NA,2015-12-09,1A3,6A1,1A3,F,2014,NA,2013,NA
4S7,F,2013-07-27,NA,NA,1G6,61R,1G6,V,2014,NA,2013,NA
0S0,M,2013-08-21,NA,NA,52Z,61R,52Z,V,2014,NA,2013,NA
9R0,F,2013-08-21,NA,NA,2E4,61R,2E4,V,2014,NA,2013,NA
0S2,F,2013-09-06,NA,NA,9C1,61R,9C1,V,2014,NA,2013,NA
8R3,F,2013-10-01,NA,2015-11-03,0F0,61R,0F0,V,2014,NA,2013,NA
9R1,M,2013-10-09,NA,NA,5C6,61R,5C6,V,2014,NA,2013,NA
8R5,F,2013-10-29,NA,NA,51Z,61R,51Z,V,2014,NA,2013,NA
4S5,M,2013-12-14,NA,NA,7C4,61R,7C4,V,2014,NA,2013,NA
2R0,M,2013-08-12,NA,NA,2F2,61D,2F2,KK,2014,NA,2013,NA
7R3,F,2013-08-27,NA,2014-12-10,50S,60T,50S,F,2014,NA,2013,NA
0S4,M,2013-09-02,NA,NA,1I5,5E6,1I5,V,2014,NA,2013,NA
6R0,M,2013-08-20,NA,2014-12-04,35N,5E1,35N,F,2014,NA,2013,NA
3S8,M,2013-08-26,NA,NA,64P,5E1,64P,F,2014,NA,2013,NA
1S4,M,2013-09-28,NA,NA,29B,5E1,29B,F,2014,NA,2013,NA
I140J5,M,2013-08-11,2014-09-30,NA,0J5,5D1,0J5,KK,2014,KK,2013,2014
2R5,F,2013-08-16,NA,NA,85V,5B2,85V,R,2014,NA,2013,NA
2R8,M,2013-08-23,NA,NA,6A4,5B2,6A4,R,2014,NA,2013,NA
2R1,M,2013-09-13,NA,NA,3A7,5B2,3A7,R,2014,NA,2013,NA
4R5,F,2013-09-15,NA,2015-10-27,8A5,5B2,8A5,R,2014,NA,2013,NA
2Q4,M,2013-09-30,NA,NA,48N,5B2,48N,R,2014,NA,2013,NA
2Q1,M,2013-10-02,NA,2014-12-02,77V,5B2,77V,R,2014,NA,2013,NA
2S4,M,2013-10-13,NA,2014-12-10,28I,5B2,28I,R,2014,NA,2013,NA
2S7,F,2013-08-11,NA,2015-11-17,1H6,5B0,1H6,MM,2014,NA,2013,NA
3S7,M,2013-08-20,NA,NA,55V,56K,55V,F,2014,NA,2013,NA
7R0,M,2013-09-19,NA,NA,4J6,56K,4J6,HH,2014,NA,2013,NA
5Q8,F,2013-10-25,NA,NA,6F2,56K,6F2,F,2014,NA,2013,NA
3R0,F,2013-08-17,NA,NA,24V,51J,24V,KK,2014,NA,2013,NA
7Q0,F,2013-10-21,NA,NA,74K,51J,74K,S,2014,NA,2013,NA
7R7,F,2013-08-09,NA,2015-11-06,9A4,4G6,9A4,F,2014,NA,2013,NA
I144C9,F,2013-09-01,2014-03-21,NA,4C9,4E2,4C9,V,2014,V,2013,2014
3S4,F,2013-08-27,NA,NA,0C6,4C6,0C6,F,2014,NA,2013,NA
4S2,F,2013-10-09,NA,2014-12-11,14E,4C3,14E,V,2014,NA,2013,NA
4S4,M,2013-09-01,NA,NA,5A0,48L,5A0,S,2014,NA,2013,NA
6R5,M,2013-07-17,NA,NA,2A2,46Z,2A2,MM,2014,NA,2013,NA
4R4,F,2013-09-02,NA,NA,1C7,46Z,1C7,KK,2014,NA,2013,NA
4Q4,F,2013-09-07,NA,NA,9I8,46N,9I8,KK,2014,NA,2013,NA
4R6,F,2013-08-27,NA,NA,7A8,44T,7A8,R,2014,NA,2013,NA
I1451T,F,2013-09-16,2014-04-08,NA,51T,44T,51T,R,2014,R,2013,2014
1S6,F,2013-09-28,NA,NA,2D1,44T,2D1,S,2014,NA,2013,NA
5R1,M,2013-09-28,NA,NA,0A2,44T,0A2,R,2014,NA,2013,NA
4Q2,M,2013-10-17,NA,2014-12-02,89K,44T,89K,R,2014,NA,2013,NA
8Q9,M,2013-10-19,NA,NA,7A6,44T,7A6,R,2014,NA,2013,NA
3Q0,F,2013-11-25,NA,2015-10-27,31V,44T,31V,R,2014,NA,2013,NA
3R8,M,2013-12-07,NA,NA,87F,44T,87F,R,2014,NA,2013,NA
3R9,F,2013-09-13,NA,NA,25P,44H,25P,KK,2014,NA,2013,NA
3S1,F,2013-07-26,NA,2015-11-10,7J8,43V,7J8,F,2014,NA,2013,NA
1S2,F,2013-09-06,NA,2014-12-11,40L,43V,40L,F,2014,NA,2013,NA
4S6,M,2013-08-19,NA,NA,0G5,43P,0G5,F,2014,NA,2013,NA
3S6,F,2013-08-22,NA,2015-10-27,34N,43P,34N,F,2014,NA,2013,NA
6Q9,M,2013-09-20,NA,2014-12-11,0A4,43P,0A4,F,2014,NA,2013,NA
8R0,M,2013-09-23,NA,NA,0I5,43P,0I5,F,2014,NA,2013,NA
4S1,F,2013-10-08,NA,NA,20F,43P,20F,F,2014,NA,2013,NA
6R2,M,2013-10-14,NA,2014-12-10,79Z,43P,79Z,F,2014,NA,2013,NA
6Q0,F,2013-10-22,NA,2014-12-04,57H,43P,57H,F,2014,NA,2013,NA
3R3,F,2013-08-13,NA,NA,77S,43N,77S,HH,2014,NA,2013,NA
6R4,F,2013-08-23,NA,NA,73C,43N,73C,HH,2014,NA,2013,NA
7R1,F,2013-09-17,NA,2014-12-02,48V,43N,48V,HH,2014,NA,2013,NA
4S3,F,2013-10-05,NA,NA,5B6,43N,5B6,HH,2014,NA,2013,NA
3Q5,M,2013-10-27,NA,NA,55R,43N,55R,HH,2014,NA,2013,NA
0S8,F,2013-08-31,NA,NA,56E,42T,56E,F,2014,NA,2013,NA
3S5,F,2013-09-03,NA,2014-12-04,36Z,3E4,36Z,F,2014,NA,2013,NA
0S9,F,2013-10-10,NA,2014-12-04,63V,3E4,63V,F,2014,NA,2013,NA
1S1,M,2013-09-03,NA,NA,98T,3B9,98T,F,2014,NA,2013,NA
5R4,M,2013-07-24,NA,NA,2F3,3A6,2F3,S,2014,NA,2013,NA
9Q8,M,2013-08-23,2014-12-02,NA,7F2,3A6,7F2,R,2014,R,2013,2014
2R2,M,2013-08-26,NA,NA,5C4,3A6,5C4,R,2014,NA,2013,NA
3Q6,M,2013-09-01,NA,NA,0B4,3A6,0B4,R,2014,NA,2013,NA
4R0,F,2013-09-22,NA,NA,98V,3A6,98V,S,2014,NA,2013,NA
5Q3,M,2013-08-12,NA,NA,2J5,37N,2J5,R,2014,NA,2013,NA
4Q0,F,2013-08-20,NA,2014-12-02,6B4,36V,6B4,HH,2014,NA,2013,NA
5R8,M,2013-08-20,NA,2014-12-02,2E8,36V,2E8,HH,2014,NA,2013,NA
1R6,M,2013-08-31,NA,2014-12-03,0B9,36V,0B9,HH,2014,NA,2013,NA
2S8,F,2013-08-25,NA,NA,39Z,30V,39Z,HH,2014,NA,2013,NA
2Q5,F,2013-09-29,NA,2014-12-02,03Z,30V,03Z,HH,2014,NA,2013,NA
8R7,F,2013-09-10,NA,NA,5E8,2F9,5E8,V,2014,NA,2013,NA
3R6,M,2013-08-28,2014-10-28,NA,44V,2D0,44V,KK,2014,KK,2013,2014
2Q0,F,2013-08-19,NA,NA,8H7,2C9,8H7,HH,2014,NA,2013,NA
8Q0,M,2013-08-19,NA,NA,0I7,2C6,0I7,S,2014,NA,2013,NA
7Q7,F,2013-11-25,2015-01-23,NA,3B8,2C6,3B8,S,2014,S,2013,2015
1S8,M,2013-08-17,NA,NA,2C3,27N,2C3,KK,2014,NA,2013,NA
3Q9,M,2013-09-02,NA,NA,76J,27N,76J,KK,2014,NA,2013,NA
2S5,M,2013-07-01,NA,2014-12-03,3A2,27J,3A2,KK,2014,NA,2013,NA
3Q4,F,2013-08-27,NA,NA,8A3,25L,8A3,R,2014,NA,2013,NA
3Q2,F,2013-09-11,NA,NA,2G8,25L,2G8,R,2014,NA,2013,NA
8Q5,M,2013-09-29,NA,NA,6J4,1F0,6J4,S,2014,NA,2013,NA
3R2,F,2013-08-01,NA,NA,2F0,1D5,2F0,R,2014,NA,2013,NA
2R7,F,2013-08-23,NA,NA,26V,1D5,26V,R,2014,NA,2013,NA
4Q9,M,2013-09-16,NA,NA,3J3,1D5,3J3,R,2014,NA,2013,NA
8R6,M,2013-08-21,NA,NA,85T,1D4,85T,V,2014,NA,2013,NA
9R5,M,2013-09-04,NA,NA,4C5,1D4,4C5,V,2014,NA,2013,NA
3R5,F,2013-09-20,NA,2014-12-02,2C7,1B7,2C7,HH,2014,NA,2013,NA
5Q1,M,2013-08-17,NA,NA,4A0,1A6,4A0,R,2014,NA,2013,NA
6R8,F,2013-08-27,NA,NA,14Z,1A6,14Z,R,2014,NA,2013,NA
2R6,M,2013-10-23,NA,NA,3B1,1A6,3B1,R,2014,NA,2013,NA
0S3,M,2013-08-13,NA,2014-12-02,53Z,1A0,53Z,V,2014,NA,2013,NA
9R6,M,2013-08-26,NA,NA,2G4,1A0,2G4,V,2014,NA,2013,NA
9R2,F,2013-09-07,2016-02-22,NA,47Z,1A0,47Z,V,2014,V,2013,2016
0S6,F,2013-09-15,NA,NA,9E8,1A0,9E8,V,2014,NA,2013,NA
0S1,F,2013-09-20,NA,NA,3D9,1A0,3D9,V,2014,NA,2013,NA
9R8,F,2013-09-25,NA,NA,81E,1A0,81E,V,2014,NA,2013,NA
9R7,M,2013-10-09,NA,NA,1B0,1A0,1B0,V,2014,NA,2013,NA
3R4,F,2013-07-27,NA,2015-10-20,22H,19T,22H,HH,2014,NA,2013,NA
4Q6,F,2013-08-05,NA,NA,7E3,19T,7E3,HH,2014,NA,2013,NA
1R2,M,2013-08-25,NA,NA,2C0,19T,2C0,HH,2014,NA,2013,NA
1S3,M,2013-08-25,NA,NA,8J9,18Z,8J9,F,2014,NA,2013,NA
9R3,M,2013-09-13,NA,NA,1G1,18I,1G1,V,2014,NA,2013,NA
5Q2,F,2013-08-19,2014-10-22,NA,4D8,16R,4D8,KK,2014,KK,2013,2014
2R9,F,2013-10-09,NA,NA,6C2,16R,6C2,KK,2014,NA,2013,NA
