AnimalID,DOB,Sex,BirthGroup,BehaviorMom,Last Event,LastGroup,EventDate,Status,DamGen,SireGen,BirthSeason,DOD,DateTransfer
4F1,10/16/2007,f,KK,99N,,KK,,Remove,99N,09L,2008,,12/4/2018
4F2,10/28/2007,f,F,86C,,F,,Remove,86C,64K,2008,,2/27/2009
4F3,10/23/2007,m,F,79C,,F,,Remove,79C,36S,2008,,2/18/2009
4F4,10/13/2007,m,R,59F,,R,,Dead,59F,80B,2008,4/3/2009,
4F5,11/24/2007,f,R,L19,,R,,IN CS,L19,83L,2008,,
4F6,10/17/2007,m,F,46F,,F,,Remove,46F,25L,2008,,2/24/2009
4F7,10/3/2007,m,KK,93O,,KK,,Remove,93O,56K,2008,,2/24/2009
4F8,9/21/2007,f,R,37P,,R,,Dead,37P,44H,2008,2/8/2017,
4F9,10/28/2007,m,F,35N,,F,,Remove,35N,64K,2008,,2/24/2009
4G,2/9/1967,m,A,BP,E,E,10/20/1970,Remove,,,1967,,10/28/1971
4G0,10/19/2008,f,HH,38V,,HH,,Dead,38V,65F,2009,7/31/2013,
4G1,8/28/2008,m,F,63V,R,R,6/15/2012,Dead,63V,36S,2009,7/9/2013,
4G2,1/14/2009,m,F,74S,,F,,Remove,74S,81O,2009,,1/28/2011
4G3,11/28/2008,f,HH,01B,,HH,,Dead,01B,06O,2009,1/1/2016,
4G4,10/7/2008,m,F,78T,,F,,Remove,78T,85B,2009,,2/26/2010
4G5,1/15/2009,m,HH,56R,,HH,,Remove,56R,06O,2009,,1/20/2011
4G6,9/18/2008,m,F,42L,S,S,2/23/2018,IN CS,42L,34P,2009,,
4G7,9/23/2008,m,HH,76H,,HH,,Remove,76H,84G,2009,,3/4/2010
4G8,10/10/2008,m,F,73B,V,V,2/9/2015,IN CS,73B,89N,2009,,
4G9,10/1/2008,m,HH,77S,,HH,,Dead,77S,65F,2009,12/31/2016,
4H,4/3/1967,f,A,JM,,A,,Dead,,,1967,7/13/1970,
4H0,10/12/2008,f,R,38E,,R,,IN CS,38E,49L,2009,,
4H1,9/15/2008,f,R,4A3,,R,,Dead,4A3,T82,2009,8/29/2017,
4H2,9/24/2008,m,R,40V,F,F,1/16/2018,IN CS,40V,43R,2009,,
4H3,9/3/2008,f,S,98V,,S,,IN CS,98V,03N,2009,,
4H4,10/9/2008,m,S,30F,,S,,Remove,30F,13I,2009,,2/19/2010
4H5,10/16/2008,m,R,14Z,,R,,Remove,14Z,21P,2009,,1/20/2011
4H6,10/9/2008,f,S,36D,,S,,Remove,36D,26P,2009,,2/19/2010
4H7,8/31/2008,f,S,03S,,S,,Remove,03S,22O,2009,,11/1/2019
4H8,11/15/2008,f,KK,19A,,KK,,Remove,19A,08O,2009,,2/19/2010
4H9,10/15/2008,m,KK,48J,,KK,,Remove,48J,19T,2009,,3/3/2010
4I,3/11/1967,f,C,AT63,,C,,Remove,,,1967,,12/2/1968
4I0,9/19/2009,m,R,61K,,R,,Remove,61K,44T,2010,,2/1/2011
4I1,9/30/2009,f,R,4B5,,R,,IN CS,4B5,60E,2010,,
4I2,10/21/2009,f,R,4A2,,R,,Dead,4A2,58R,2010,2/16/2011,
4I3,9/17/2009,f,S,82Z,,S,,Remove,82Z,20J,2010,,10/24/2019
4I4,9/29/2009,f,R,08Z,,R,,IN CS,08Z,44T,2010,,
4I5,9/15/2009,f,R,8A5,,R,,IN CS,8A5,17K,2010,,
4I6,10/21/2009,f,R,51T,,R,,Dead,51T,54V,2010,11/20/2013,
4I7,10/8/2009,m,R,39F,,R,,Remove,39F,83L,2010,,1/19/2012
4I8,10/25/2009,m,R,0B5,,R,,IN CS,0B5,44T,2010,,
4I9,10/12/2009,f,HH,35O,,HH,,Remove,35O,22R,2010,,10/26/2016
4J,3/23/1967,m,C,EL,,C,,Remove,,,1967,,12/16/1968
4J0,9/2/2009,m,HH,48V,,HH,,Remove,48V,23T,2010,,10/20/2016
4J1,10/24/2009,f,HH,21N,,HH,,Dead,21N,72T,2010,1/26/2011,
4J2,11/25/2009,m,R,31V,nPP,nPP,3/28/2019,IN CS,31V,44T,2010,,
4J3,9/2/2009,f,HH,20S,,HH,,Remove,20S,93R,2010,,12/2/2016
4J4,9/21/2009,f,V,90T,,V,,IN CS,90T,72O,2010,,
4J5,9/26/2009,f,V,00V,,V,,Remove,00V,60L,2010,,2/10/2012
4J6,9/23/2009,f,HH,3C0,,HH,,Remove,3C0,88T,2010,,11/16/2016
4J7,10/2/2009,f,R,54N,,R,,Remove,54N,44H,2010,,2/1/2011
4J8,10/5/2009,f,R,0A2,,R,,Remove,0A2,11Z,2010,,1/25/2012
4J9,10/22/2009,m,F,00J,,F,,Remove,00J,91S,2010,,1/18/2012
4K,3/17/1967,f,C,CH,,C,,Remove,,,1967,,12/2/1968
4K0,12/1/2010,f,R,0A2,,R,,Remove,0A2,11Z,2011,,10/30/2015
4K1,10/6/2010,f,F,1A3,,F,,Remove,1A3,8A7,2011,,2/28/2012
4K2,10/16/2010,m,F,28J,R,R,1/31/2020,IN CS,28J,43P,2011,,
4K3,9/26/2010,m,F,9D8,,F,,Dead,9D8,12E,2011,2/21/2017,
4K4,10/11/2010,f,R,07L,,R,,IN CS,07L,91P,2011,,
4K5,11/13/2010,m,F,59A,,F,,Remove,59A,07D,2011,,2/28/2012
4K6,9/7/2010,m,F,1C0,,F,,Remove,1C0,23T,2011,,12/4/2013
4K7,10/31/2010,m,F,3E7,V,V,2/24/2016,IN CS,3E7,8B3,2011,,
4K8,9/13/2010,m,F,35N,,F,,Remove,35N,25L,2011,,2/28/2012
4K9,9/26/2010,m,F,43J,,F,,Remove,43J,25L,2011,,2/28/2012
4L,3/4/1967,m,C,DA,,C,,Remove,,,1967,,12/2/1968
4L0,9/15/2010,f,R,26V,,R,,Dead,26V,91P,2011,8/11/2015,
4L1,10/12/2010,m,HH,81B,V,V,4/8/2015,Dead,81B,91O,2011,9/30/2015,
4L2,11/16/2010,m,R,69O,,R,,Remove,69O,30G,2011,,1/22/2014
4L3,10/4/2010,f,HH,94S,,HH,,Dead,94S,9A9,2011,2/28/2012,
4L4,11/1/2010,m,HH,55R,,HH,,Remove,55R,22R,2011,,2/29/2012
4L5,11/14/2010,f,R,87F,,R,,IN CS,87F,44T,2011,,
4L6,9/24/2010,m,R,28A,V,V,4/7/2015,Dead,28A,91P,2011,9/15/2015,
4L7,10/15/2010,m,R,3A7,KK,KK,10/30/2017,Remove,3A7,58R,2011,,12/11/2018
4L8,9/12/2010,f,HH,2E9,,HH,,Remove,2E9,18Z,2011,,10/19/2016
4L9,10/16/2010,m,R,4A5,,R,,Remove,4A5,11Z,2011,,11/14/2019
4M0,8/22/2011,m,R,6D8,KK,KK,1/13/2017,Dead,6D8,T82,2012,7/11/2017,
4M1,9/20/2011,m,R,91A,F,F,8/4/2017,IN CS,91A,10R,2012,,
4M2,8/2/2011,f,R,77D,S,S,1/25/2017,IN CS,77D,44T,2012,,
4M3,8/20/2011,m,R,4E0,F,F,5/24/2016,IN CS,4E0,84E,2012,,
4M4,10/24/2011,f,KK,25P,,KK,,Remove,25P,97Z,2012,,11/3/2015
4M5,9/2/2011,f,R,4F5,,R,,IN CS,4F5,26P,2012,,
4M6,9/29/2011,f,R,0A2,,R,,Remove,0A2,5B2,2012,,11/17/2015
4M7,8/5/2011,f,R,85V,,R,,Remove,85V,1A6,2012,,12/1/2015
4M8,8/9/2011,m,R,51T,,R,,Dead,51T,3A6,2012,1/26/2017,
4M9,9/21/2011,f,KK,1C7,,KK,,Remove,1C7,64S,2012,,12/4/2018
4N,2/22/1967,m,C,L,,C,,Remove,,,1967,,12/9/1968
4N0,9/20/2011,m,HH,03Z,,HH,,Remove,03Z,57D,2012,,12/11/2013
4N1,9/11/2011,f,MM,90P,,MM,,Dead,90P,02R,2012,3/17/2016,
4N2,9/4/2011,f,HH,2E8,,HH,,Remove,2E8,30V,2012,,1/23/2014
4N3,9/5/2011,m,HH,5B4,R,R,3/11/2016,IN CS,5B4,06O,2012,,
4N4,8/10/2011,m,HH,2C7,,HH,,Remove,2C7,91O,2012,,12/11/2013
4N5,9/14/2011,f,HH,94S,,HH,,Remove,94S,02R,2012,,10/19/2016
4N6,9/12/2011,f,MM,21K,,MM,,IN CS,21K,02R,2012,,
4N7,9/9/2011,m,HH,77S,,HH,,Remove,77S,02R,2012,,10/19/2016
4N8,8/13/2011,m,HH,2C0,,HH,,Remove,2C0,30V,2012,,12/7/2016
4N9,9/2/2011,m,KK,86Z,nPP,nPP,3/28/2019,IN CS,86Z,36V,2012,,
4O0,12/7/2012,f,R,31V,,R,,Remove,31V,11Z,2013,,11/6/2015
4O1,8/18/2012,m,KK,62R,,KK,,Remove,62R,43V,2013,,11/7/2014
4O2,9/9/2012,m,V,52Z,,V,,Remove,52Z,1A0,2013,,10/31/2014
4O3,10/1/2012,m,V,5E8,,V,,Remove,5E8,4C3,2013,,1/30/2014
4O4,11/4/2012,f,V,1G1,,V,,IN CS,1G1,4C3,2013,,
4O5,10/9/2012,m,V,4C5,R,R,3/4/2019,IN CS,4C5,1C6,2013,,
4O6,9/5/2012,m,V,13H,R,R,4/17/2019,IN CS,13H,98K,2013,,
4O7,9/24/2012,m,V,47Z,,V,,Remove,47Z,1A0,2013,,1/30/2014
4O8,10/9/2012,m,V,3D9,,V,,Remove,3D9,4C3,2013,,2/11/2014
4O9,10/1/2012,f,V,98J,,V,,Remove,98J,97V,2013,,1/30/2014
4P,3/31/1967,m,C,S002,,C,,Remove,,,1967,,12/2/1968
4P0,9/18/2012,m,MM,34Z,,MM,,Remove,34Z,1C2,2013,,2/11/2014
4P1,9/23/2012,m,F,43J,PP,PP,5/13/2019,IN CS,43J,35V,2013,,
4P2,8/13/2012,f,F,3E2,,F,,Remove,3E2,29V,2013,,1/28/2014
4P3,6/17/2012,f,S,1B4,,S,,IN CS,1B4,43V,2013,,
4P4,11/6/2012,f,S,2D1,,S,,IN CS,2D1,07D,2013,,
4P5,8/29/2012,f,S,9C7,,S,,Remove,9C7,72T,2013,,10/27/2015
4P6,10/8/2012,f,KK,44V,,KK,,Remove,44V,6A9,2013,,11/6/2018
4P7,9/14/2012,f,KK,37V,,KK,,Remove,37V,0C7,2013,,10/20/2015
4P8,10/3/2012,m,S,74K,R,R,1/4/2018,IN CS,74K,88V,2013,,
4P9,10/4/2012,f,S,4A9,,S,,IN CS,4A9,36S,2013,,
4Q,3/3/1967,f,C,HR,,C,,Remove,,,1967,,3/17/1969
4Q0,8/20/2013,f,HH,6B4,,HH,,Remove,6B4,36V,2014,,12/2/2014
4Q1,9/18/2013,f,KK,0B6,,KK,,Remove,0B6,6A9,2014,,12/5/2014
4Q2,10/17/2013,m,R,89K,,R,,Remove,89K,44T,2014,,12/2/2014
4Q3,9/22/2013,f,R,96A,,R,,IN CS,96A,02R,2014,,
4Q4,9/7/2013,f,KK,9I8,,KK,,Remove,9I8,46N,2014,,11/27/2018
4Q5,9/19/2013,f,HH,62S,,HH,,Remove,62S,94H,2014,,10/20/2015
4Q6,8/5/2013,f,HH,7E3,,HH,,Remove,7E3,19T,2014,,10/21/2016
4Q7,9/19/2013,f,R,76L,,R,,IN CS,76L,0E8,2014,,
4Q8,11/11/2013,m,R,X83,,R,,IN CS,X83,94Z,2014,,
4Q9,9/16/2013,m,R,3J3,F,F,12/13/2017,IN CS,3J3,1D5,2014,,
4R,3/13/1967,f,H,AH,,H,,Dead,,,1967,3/22/1968,
4R0,9/22/2013,f,S,98V,,S,,Remove,98V,3A6,2014,,11/8/2019
4R1,9/10/2013,f,S,97R,,S,,Remove,97R,11Z,2014,,12/3/2019
4R2,8/9/2013,m,R,3H6,S,S,11/11/2016,Remove,3H6,8D8,2014,,10/18/2019
4R3,8/16/2013,m,KK,74T,,KK,,Remove,74T,0C7,2014,,10/31/2018
4R4,9/2/2013,f,KK,1C7,,KK,,Remove,1C7,46Z,2014,,11/8/2018
4R5,9/15/2013,f,R,8A5,,R,,Remove,8A5,5B2,2014,,10/27/2015
4R6,8/27/2013,f,R,7A8,,R,,IN CS,7A8,44T,2014,,
4R7,9/14/2013,m,KK,3G3,,KK,,Remove,3G3,73Z,2014,,12/12/2018
4R8,7/30/2013,m,S,3D1,V,V,1/29/2019,IN CS,3D1,8B3,2014,,
4R9,7/11/2013,f,R,8F0,,R,,IN CS,8F0,8D6,2014,,
4S,3/25/1967,f,E,IR,,E,,Remove,,,1967,,4/30/1971
4S0,11/11/2013,f,HH,65Z,,HH,,Remove,65Z,94O,2014,,12/7/2016
4S1,10/8/2013,f,F,20F,,F,,IN CS,20F,43P,2014,,
4S2,10/9/2013,f,V,14E,,V,,Remove,14E,4C3,2014,,12/11/2014
4S3,10/5/2013,f,HH,5B6,,HH,,Remove,5B6,43N,2014,,12/2/2016
4S4,9/1/2013,m,S,5A0,R,R,3/4/2019,IN CS,5A0,48L,2014,,
4S5,12/14/2013,m,V,7C4,F,F,2/4/2019,IN CS,7C4,61R,2014,,
4S6,8/19/2013,m,F,0G5,,F,,Remove,0G5,43P,2014,,11/12/2019
4S7,7/27/2013,f,V,1G6,,V,,IN CS,1G6,61R,2014,,
4S8,10/22/2014,m,KK,9I8,,KK,,Remove,9I8,76Z,2015,,10/31/2018
4S9,8/19/2014,f,HH,48V,,HH,,Remove,48V,2F8,2015,,10/19/2016
4T,4/8/1967,m,A,XK,I,I,9/1/1979,Dead,,,1967,12/31/1985,
4T0,9/19/2014,m,R,7F2,,R,,IN CS,7F2,1E5,2015,,
4T1,9/17/2014,f,R,31V,,R,,IN CS,31V,10R,2015,,
4T2,7/2/2014,m,KK,62R,,KK,,Remove,62R,44T,2015,,11/27/2018
4T3,9/5/2014,m,R,33V,S,S,1/10/2017,IN CS,33V,84E,2015,,
4T4,8/30/2014,f,KK,1C7,,KK,,IN CS,1C7,5D1,2015,,
4T5,8/24/2014,m,R,4H1,,R,,IN CS,4H1,93R,2015,,
4T6,8/25/2014,m,R,3F8,,R,,IN CS,3F8,8D6,2015,,
4T7,8/22/2014,f,R,2C8,,R,,IN CS,2C8,6C9,2015,,
4T8,8/24/2014,m,R,2J5,,R,,IN CS,2J5,1D5,2015,,
4T9,9/26/2014,f,R,14Z,,R,,Remove,14Z,6C9,2015,,12/9/2015
4U,3/28/1967,f,A,YJ,,A,,Remove,,,1967,,11/5/1971
4U0,9/8/2014,m,V,9C1,,V,,IN CS,9C1,8A7,2015,,
4U1,8/24/2014,f,V,85T,,V,,IN CS,85T,6E6,2015,,
4U2,7/13/2014,m,R,1E7,,R,,IN CS,1E7,97Z,2015,,
4U3,9/30/2014,f,V,15E,,V,,Remove,15E,73V,2015,,12/9/2015
4U4,9/26/2014,m,V,4C5,,V,,Remove,4C5,8A7,2015,,12/9/2015
4U5,9/6/2014,m,V,1G1,F,F,3/15/2019,IN CS,1G1,29V,2015,,
4U6,10/3/2014,m,V,78I,,V,,IN CS,78I,73V,2015,,
4U7,10/4/2014,f,V,1G6,,V,,Dead,1G6,4C3,2015,2/25/2019,
4U8,9/6/2014,f,V,0F0,,V,,IN CS,0F0,8A7,2015,,
4U9,8/23/2014,m,V,40Z,,V,,IN CS,40Z,61R,2015,,
4V,3/12/1966,m,H,AH,X,X,11/15/1971,Remove,,,1966,,8/9/1972
4V0,8/5/2015,m,R,4L5,,R,,IN CS,4L5,3I3,2016,,
4V1,8/2/2015,f,R,9L0,,R,,IN CS,9L0,3I5,2016,,
4V2,7/7/2015,f,S,4I3,,S,,Remove,4I3,2C6,2016,,12/11/2019
4V3,8/4/2015,m,R,3H4,,R,,IN CS,3H4,10R,2016,,
4V4,8/23/2015,f,S,4H3,,S,,Remove,4H3,27N,2016,,10/30/2019
4V5,10/8/2015,f,S,3J4,,S,,Remove,3J4,76Z,2016,,12/16/2019
4V6,8/4/2015,m,S,5A0,,S,,IN CS,5A0,3E1,2016,,
4V7,8/10/2015,m,S,88N,,S,,Remove,88N,5H1,2016,,10/30/2019
4V8,8/28/2015,f,S,2D4,S,S,7/10/2017,Remove,2D4,2I1,2016,,10/30/2019
4V9,7/14/2015,f,S,6J4,,S,,IN CS,6J4,8H2,2016,,
4W0,8/17/2015,f,KK,25P,,KK,,Remove,25P,9I2,2016,,10/31/2018
4W1,7/8/2015,f,HH,8K7,,HH,,Remove,8K7,2D5,2016,,11/1/2016
4W2,8/31/2015,f,HH,7L0,,HH,,Remove,7L0,5I1,2016,,11/1/2016
4W3,8/3/2015,m,HH,2E8,,HH,,Remove,2E8,2D5,2016,,11/1/2016
4W4,9/23/2015,f,KK,76J,,KK,,Remove,76J,16R,2016,,11/7/2018
4W5,8/26/2015,f,KK,1C5,,KK,,Dead,1C5,8D6,2016,10/27/2017,
4W6,8/31/2015,m,KK,0B6,,KK,,Dead,0B6,73Z,2016,12/1/2016,
4W7,8/6/2015,f,KK,9L9,,KK,,Remove,9L9,6H9,2016,,11/28/2018
4W8,7/8/2015,f,HH,0B9,,HH,,Dead,0B9,41N,2016,11/1/2016,
4W9,8/19/2015,m,HH,48V,,HH,,Remove,48V,43N,2016,,11/16/2016
4X,4/16/1967,f,C,074,,C,,Remove,,,1967,,1/13/1969
4X0,7/29/2015,f,KK,2C4,,KK,,IN CS,2C4,2D0,2016,,
4X1,9/28/2015,f,KK,86Z,,KK,,Dead,86Z,73Z,2016,6/7/2017,
4X2,11/1/2015,m,MM,36Z,F,F,2/1/2016,IN CS,36Z,5E1,2016,,
4X3,7/11/2015,f,KK,6D9,,KK,,IN CS,6D9,2D0,2016,,
4X4,8/16/2015,m,MM,7N7,,MM,,Remove,7N7,6B2,2016,,12/9/2016
4X5,7/24/2015,f,KK,1L1,,KK,,Remove,1L1,1G9,2016,,10/31/2018
4X6,8/28/2016,m,F,7B7,,F,,IN CS,7B7,9H2,2017,,
4X7,7/8/2016,m,F,3C3,,F,,IN CS,3C3,1J8,2017,,
4X8,10/22/2017,M,F,50I,,F,,IN CS,50I,7D7,2018,,
4X9,6/16/2017,m,F,4C1,,F,,IN CS,4C1,8N5,2018,,
4Y,1/27/1967,f,C,AW,,C,,Remove,,,1967,,12/2/1968
4Y0,8/25/2016,m,F,43F,,F,,IN CS,43F,07D,2017,,
4Y1,7/15/2017,m,F,2J2,,F,,In CS,2J2,2J4,2018,,
4Y2,9/13/2016,f,F,2L8,,F,,IN CS,2L8,9D1,2017,,
4Y3,7/28/2017,f,MM,0C6,,MM,,Dead,0C6,56K,2018,10/24/2018,
4Y4,6/9/2017,m,MM,9K0,,MM,,Remove,9K0,6I9,2018,,10/24/2018
4Y5,7/24/2016,f,R,37P,,R,,IN CS,37P,5G2,2017,,
4Y6,7/3/2017,f,R,3M7,,R,,IN CS,3M7,5I0,2018,,
4Y7,7/14/2017,m,R,8A5,,R,,IN CS,8A5,5E1,2018,,
4Y8,6/30/2017,m,R,2Q7,,R,,IN CS,2Q7,3K6,2018,,
4Y9,10/27/2017,m,R,7F2,,R,,IN CS,89K,3I3,2018,,
4Z,2/13/1967,m,C,KR,,C,,Remove,,,1967,,1/13/1969
4Z0,7/12/2017,m,R,7C8,,R,,IN CS,7C8,3I5,2018,,
4Z1,7/21/2017,f,R,3F8,,R,,IN CS,3F8,0J8,2018,,
4Z2,8/31/2016,m,R,3J3,,R,,IN CS,3J3,88T,2017,,
4Z3,7/8/2017,m,R,1E6,,R,,IN CS,1E6,8D6,2018,,
4Z4,8/25/2016,m,R,3M5,,R,,IN CS,3M5,6E6,2017,,
4Z5,8/16/2016,m,R,7A8,,R,,IN CS,7A8,9F9,2017,,
4Z6,7/7/2017,m,R,1L7,,R,,IN CS,1L7,3M9,2018,,
4Z7,7/8/2016,m,R,3M7,,R,,IN CS,3M7,8C3,2017,,
4Z8,7/25/2016,m,R,4F5,,R,,IN CS,4F5,5L2,2017,,
4Z9,8/10/2016,f,R,9O4,,R,,IN CS,9O4,0J9,2017,,
500,3/15/1972,f,I,AA,,I,,Dead,,,1972,11/3/1982,
501,5/22/1972,f,I,CS,nR,R,8/1/1985,Dead,,,1972,11/13/1991,
502,3/10/1972,m,F,FC,nQ,nQ,3/1/1985,Dead,,,1972,5/28/1987,
503,2/18/1972,f,F,K,,F,,Dead,,,1972,3/29/1985,
504,1/26/1972,m,F,W,L,L,8/14/1989,Dead,,,1972,9/24/1990,
505,4/8/1972,m,F,G8,J,J,10/1/1976,Dead,,,1972,4/27/1979,
506,4/28/1972,m,F,AC,I,I,8/1/1984,Remove,,,1972,,2/5/1990
507,4/21/1972,f,F,9V,nO,nO,11/1/1976,Remove,,,1972,,5/1/1984
508,1/31/1972,f,F,M7,nO,nO,11/1/1976,Remove,,,1972,,5/1/1984
509,6/6/1972,f,F,K1,,F,,Dead,,,1972,8/24/1977,
50A,11/30/1992,m,R,K84,,R,,Remove,K84,D71,1993,,1/22/1996
50B,3/1/1993,m,F,B56,X,X,8/11/2011,Dead,B56,A66,1993,11/1/2011,
50C,1/2/1994,m,F,C38,nLL,nLL,7/1/2000,Remove,C38,E54,1994,,2/1/2002
50D,1/5/1995,f,S,K80,nCC,CC,1/1/1996,Dead,K80,S79,1995,11/3/2003,
50E,2/7/1996,m,F,O54,,F,,Remove,O54,A98,1996,,2/9/1998
50F,12/21/1995,f,S,K80,nCC,CC,1/1/1996,Remove,K80,S76,1996,,3/9/2004
50G,2/7/1997,m,F,O43,R,R,7/7/2009,Remove,O43,O08,1997,,2/4/2010
50H,11/30/1996,m,S,D98,nDD,nDD,5/1/1997,Remove,D98,D38,1997,,1/21/1999
50I,12/11/1997,f,F,64A,,F,,IN CS,64A,S56,1998,,
50J,2/26/1998,f,E,V91,,E,,Remove,V91,L22,1998,,2/8/2002
50K,11/18/1998,f,R,35B,,R,,Dead,35B,Z71,1999,3/11/2010,
50L,12/11/1999,m,C,40A,,C,,Remove,40A,V83,2000,,1/17/2002
50N,12/26/1999,m,G,34D,,G,,Remove,34D,X27,2000,,2/8/2002
50O,1/17/2001,f,CC,82C,,CC,,Remove,82C,T82,2001,,1/23/2003
50P,3/20/2001,m,F,56E,HH,HH,3/5/2014,Remove,56E,I37,2001,,10/20/2016
50R,12/15/2001,m,CC,T86,,CC,,Dead,T86,14D,2002,3/15/2003,
50S,10/29/2002,f,F,Z08,,F,,Dead,Z08,10D,2003,5/19/2015,
50T,12/27/2002,m,R,07L,,R,,Remove,07L,80B,2003,,8/19/2009
50V,12/8/2003,m,R,15C,,R,,Remove,15C,G07,2004,,2/9/2006
50Z,11/16/2004,m,V,81E,HH,HH,8/10/2009,Remove,81E,84G,2005,,1/26/2010
510,3/8/1972,f,F,FB,,F,,Dead,,,1972,6/20/1983,
511,4/8/1972,f,F,WT,,F,,Dead,,,1972,9/12/1980,
512,3/3/1972,m,F,076,M,M,9/1/1983,Remove,,,1972,,1/16/1984
513,3/25/1972,m,F,EK,L,L,7/1/1986,Remove,,,1972,,3/23/1992
514,3/9/1972,f,F,8J,nM,nM,8/1/1973,Remove,,,1972,,1/9/1984
515,3/3/1972,m,I,YI,F,F,8/10/1989,Dead,,,1972,11/13/1990,
516,4/6/1972,m,F,YL,nM,nM,8/1/1973,Dead,,,1972,10/23/1975,
517,2/2/1972,f,F,JI,nM,nM,8/1/1973,Remove,,,1972,,1/18/1984
518,4/29/1972,f,F,J2,nM,nM,8/1/1973,Remove,,,1972,,1/9/1984
519,3/13/1972,m,J,XJ,,J,,Dead,,,1972,4/24/1973,
51A,12/15/1992,m,F,K04,V,V,5/23/2002,Dead,K04,A66,1993,10/18/2017,
51B,1/4/1993,f,S,G11,nGG,nGG,5/1/1997,Remove,G11,I85,1993,,3/12/2002
51C,12/7/1993,m,F,931,,F,,Remove,931,C98,1994,,1/10/1996
51D,1/30/1995,f,R,K79,nBB,BB,1/1/1996,Remove,K79,N60,1995,,2/3/2004
51E,1/6/1996,f,F,N06,,F,,Remove,,X48,1996,,1/28/1998
51F,12/22/1995,m,R,O27,nBB,BB,1/1/1996,Remove,O27,K85,1996,,2/13/1998
51G,1/14/1997,f,F,D69,,F,,Remove,D69,I47,1997,,1/22/1999
51H,2/22/1997,m,BB,K83,,BB,,Remove,K83,I78,1997,,1/27/1999
51I,11/15/1997,m,F,V82,nII,nII,8/24/1999,Remove,V82,T82,1998,,1/23/2002
51J,12/24/1998,m,F,64A,KK,KK,6/2/2010,Dead,64A,T29,1999,1/23/2018,
51K,12/13/1998,f,G,O38,,G,,Remove,O38,F26,1999,,2/8/2002
51L,1/28/2000,f,I,80A,,I,,Remove,80A,X94,2000,,1/17/2002
51N,1/12/2000,f,G,83C,,G,,Remove,83C,X98,2000,,2/6/2002
51O,11/29/2000,m,BB,93A,,BB,,Remove,93A,49A,2001,,1/28/2003
51P,11/28/2000,f,F,X97,,F,,Remove,X97,R70,2001,,1/22/2003
51R,12/28/2001,f,S,T83,,S,,Dead,T83,V79,2002,3/17/2010,
51S,11/24/2002,f,F,J95,,F,,Dead,J95,53H,2003,4/21/2004,
51T,12/15/2002,f,R,76K,,R,,Dead,76K,23E,2003,1/28/2016,
51V,10/29/2003,f,KK,37D,,KK,,Remove,37D,45A,2004,,12/5/2018
51Z,11/1/2004,f,V,97J,,V,,IN CS,97J,61B,2005,,
520,3/20/1972,m,F,1A,nT,nT,4/1/1987,Dead,,,1972,9/9/1987,
521,3/31/1972,m,F,ZM,J,J,1/1/1976,Dead,,,1972,11/21/1976,
522,4/21/1972,f,F,OT,nM,nM,10/1/1973,Remove,,,1972,,1/16/1984
523,5/8/1972,f,F,7L,,F,,Dead,,,1972,4/19/1976,
524,3/6/1972,m,F,OS,,F,,Dead,,,1972,6/10/1975,
525,3/26/1972,m,J,LA,F,F,12/1/1982,Dead,,,1972,8/12/1992,
526,2/23/1973,f,I,3R,nQ,nQ,3/1/1985,Dead,,,1973,1/27/1993,
527,2/16/1973,m,I,XC,F,F,11/1/1976,Dead,,,1973,7/7/1977,
528,2/18/1973,f,I,234,,I,,Remove,,,1973,,2/12/1990
529,4/11/1973,m,I,CS,L,L,10/1/1976,Dead,,,1973,7/26/1985,
52A,11/24/1992,f,R,J01,nBB,BB,1/1/1996,Dead,J01,D71,1993,9/5/1996,
52B,3/21/1993,m,S,J71,F,F,10/15/1997,Dead,J71,E54,1993,4/2/2000,
52C,12/26/1993,m,F,N06,,F,,Remove,,L57,1994,,1/16/1996
52D,2/15/1995,m,S,I21,nCC,CC,1/1/1996,Remove,I21,D71,1995,,1/24/1997
52E,2/20/1996,f,F,L84,,F,,Remove,L84,,1996,,1/30/1998
52F,1/27/1996,m,C,R27,,C,,Remove,,,1996,,1/21/1998
52G,2/1/1997,f,F,O87,,F,,Remove,O87,X94,1997,,1/28/1999
52H,2/27/1997,f,S,O35,,S,,Dead,O35,L83,1997,3/15/2000,
52I,11/18/1997,f,F,I12,,F,,Remove,I12,658,1998,,2/14/2001
52J,11/25/1998,f,F,Z78,F,F,11/10/2000,Remove,Z78,V79,1999,,1/17/2002
52K,12/13/1998,f,R,S96,,R,,Remove,,Z71,1999,,2/22/2001
52L,11/13/1999,f,C,Z75,,C,,Remove,Z75,85A,2000,,1/17/2002
52N,12/16/1999,m,R,76D,,R,,Dead,76D,S60,2000,12/31/2001,
52O,2/22/2001,m,BB,O27,,BB,,Dead,O27,G62,2001,2/27/2002,
52P,12/17/2000,f,F,61A,F,F,1/1/2014,IN CS,61A,D78,2001,,
52R,11/3/2001,f,KK,19A,,KK,,Remove,19A,70C,2002,,1/21/2004
52S,12/23/2002,f,F,N12,,F,,Remove,N12,Z10,2003,,2/7/2005
52T,10/30/2002,f,R,74H,,R,,Remove,74H,Z71,2003,,3/7/2006
52V,10/21/2003,m,KK,53E,,KK,,Remove,53E,25B,2004,,3/8/2005
52Z,10/24/2004,f,V,78I,,V,,IN CS,78I,01K,2005,,
530,4/1/1973,f,I,AA,,I,,Remove,,,1973,,2/12/1990
